FirstLast,Criteria,FirstLast,Year,YearsPlayed,RosterLink,Hometown,HS,ClassYear,College,First,Gender,Last,MidInit,MidName,Name,RosterYear
Saloni Kantaria, Cornell,Saloni Kantaria,2002,2,,"Nairobi, Kenya",Int. School of Kenya,['Sophomore' 'Junior'],Cornell University,Saloni,F,Kantaria,,,Saloni Kantaria,"[""2000-01 Women's Tennis Roster"" ""2001-02 Women's Tennis Roster""]"
Alex DelPrete, Cornell,Alex DelPrete,2002,3,,"Rye, N.Y.",Horace Mann HS,['Freshman' 'Sophomore' 'Junior'],Cornell University,Alex,F,DelPrete,,,Alex DelPrete,"[""1999-2000 Women's Tennis Roster"" ""2000-01 Women's Tennis Roster""
 ""2001-02 Women's Tennis Roster""]"
Jenn Boyer, Cornell,Jenn Boyer,2001,5,,"New Canaan, Conn.",New Canaan HS,['Freshman' 'Sophomore' 'Junior' 'Senior' 'Graduate Student'],Cornell University,Jenn,F,Boyer,,,Jenn Boyer,"[""1996-97 Women's Tennis Roster"" ""1997-98 Women's Tennis Roster""
 ""1998-99 Women's Tennis Roster"" ""1999-2000 Women's Tennis Roster""
 ""2000-01 Women's Tennis Roster""]"
Lisa Royce, Cornell,Lisa Royce,2001,2,,"Rye, N.Y.",Horace Mann HS,['Freshman' 'Sophomore'],Cornell University,Lisa,F,Royce,,,Lisa Royce,"[""1999-2000 Women's Tennis Roster"" ""2000-01 Women's Tennis Roster""]"
Ngozi Amobi, Cornell,Ngozi Amobi,2001,4,,"Augusta, Ga.",Westside HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Ngozi,F,Amobi,,,Ngozi Amobi,"[""1997-98 Women's Tennis Roster"" ""1998-99 Women's Tennis Roster""
 ""1999-2000 Women's Tennis Roster"" ""2000-01 Women's Tennis Roster""]"
Becky Sendrow, Cornell,Becky Sendrow,2001,3,,"Cherry Hill, N.J.",Cherry Hill HS,['Freshman' 'Sophomore' 'Junior'],Cornell University,Becky,F,Sendrow,,,Becky Sendrow,"[""1998-99 Women's Tennis Roster"" ""1999-2000 Women's Tennis Roster""
 ""2000-01 Women's Tennis Roster""]"
Jodie Hurley, Cornell,Jodie Hurley,2000,4,,"Tucson, Ariz.",Green Fields CDS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Jodie,F,Hurley,,,Jodie Hurley,"[""1996-97 Women's Tennis Roster"" ""1997-98 Women's Tennis Roster""
 ""1998-99 Women's Tennis Roster"" ""1999-2000 Women's Tennis Roster""]"
Hanna Miller, Cornell,Hanna Miller,2000,2,,"Palos Verdes, Calif.",Palos verdes Peninsula HS,['Freshman' 'Sophomore'],Cornell University,Hanna,F,Miller,,,Hanna Miller,"[""1998-99 Women's Tennis Roster"" ""1999-2000 Women's Tennis Roster""]"
Carolyn Zakrevsky, Cornell,Carolyn Zakrevsky,2000,2,,"Holmdel, N.J.",Holmdel HS,['Freshman' 'Sophomore'],Cornell University,Carolyn,F,Zakrevsky,,,Carolyn Zakrevsky,"[""1998-99 Women's Tennis Roster"" ""1999-2000 Women's Tennis Roster""]"
Joanna Toke, Cornell,Joanna Toke,2000,1,,"Rochester, N.Y.",Rush-Henrietta HS,['Freshman'],Cornell University,Joanna,F,Toke,,,Joanna Toke,"[""1999-2000 Women's Tennis Roster""]"
Margaux Pierog, Cornell,Margaux Pierog,2000,2,,"Newport Beach, Calif.",Dana Hills HS,['Freshman' 'Sophomore'],Cornell University,Margaux,F,Pierog,,,Margaux Pierog,"[""1998-99 Women's Tennis Roster"" ""1999-2000 Women's Tennis Roster""]"
Rebecca Cannom, Cornell,Rebecca Cannom,1999,4,,"Rolling Hills, Calif.",Chadwick School,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Rebecca,F,Cannom,,,Rebecca Cannom,"[""1995-96 Women's Tennis Roster"" ""1996-97 Women's Tennis Roster""
 ""1997-98 Women's Tennis Roster"" ""1998-99 Women's Tennis Roster""]"
Leah Pomeranz, Cornell,Leah Pomeranz,1999,5,,"Reno, Nevada",Reno HS,['Freshman' 'Sophomore' 'Junior' 'Senior' 'Graduate Student'],Cornell University,Leah,F,Pomeranz,,,Leah Pomeranz,"[""1994-95 Women's Tennis Roster"" ""1995-96 Women's Tennis Roster""
 ""1996-97 Women's Tennis Roster"" ""1997-98 Women's Tennis Roster""
 ""1998-99 Women's Tennis Roster""]"
Natalie Stanciu, Cornell,Natalie Stanciu,1999,1,,"Bayville, N.Y.",Locust Valley HS,['Freshman'],Cornell University,Natalie,F,Stanciu,,,Natalie Stanciu,"[""1998-99 Women's Tennis Roster""]"
Sara Purdy, Cornell,Sara Purdy,1999,3,,"Manchester, Mass.",Manchester HS,['Freshman' 'Sophomore' 'Junior'],Cornell University,Sara,F,Purdy,,,Sara Purdy,"[""1996-97 Women's Tennis Roster"" ""1997-98 Women's Tennis Roster""
 ""1998-99 Women's Tennis Roster""]"
Michelle Degen, Cornell,Michelle Degen,1999,4,,"Brooklyn, N.Y.",Midwood HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Michelle,F,Degen,,,Michelle Degen,"[""1995-96 Women's Tennis Roster"" ""1996-97 Women's Tennis Roster""
 ""1997-98 Women's Tennis Roster"" ""1998-99 Women's Tennis Roster""]"
Vivian Sam, Cornell,Vivian Sam,1998,1,,"Shanghai, China",Robert Louis Stevenson HS (Calif.),['Freshman'],Cornell University,Vivian,F,Sam,,,Vivian Sam,"[""1997-98 Women's Tennis Roster""]"
Mari Rutz, Cornell,Mari Rutz,1998,4,,"E. Lansing, Mich.",E. Lansing HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Mari,F,Rutz,,,Mari Rutz,"[""1994-95 Women's Tennis Roster"" ""1995-96 Women's Tennis Roster""
 ""1996-97 Women's Tennis Roster"" ""1997-98 Women's Tennis Roster""]"
Kathryn Scifres, Cornell,Kathryn Scifres,1998,3,,"Los Altos Hills, Calif.",Gunn HS,['Freshman' 'Sophomore' 'Junior'],Cornell University,Kathryn,F,Scifres,,,Kathryn Scifres,"[""1995-96 Women's Tennis Roster"" ""1996-97 Women's Tennis Roster""
 ""1997-98 Women's Tennis Roster""]"
Colleen Molloy, Cornell,Colleen Molloy,1998,1,,"St. Charles, Ill.",St. Charles HS,['Freshman'],Cornell University,Colleen,F,Molloy,,,Colleen Molloy,"[""1997-98 Women's Tennis Roster""]"
Kelly Molloy, Cornell,Kelly Molloy,1998,4,,"Manlius, N.Y.",New Canaan HS (Conn.),['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Kelly,F,Molloy,,,Kelly Molloy,"[""1994-95 Women's Tennis Roster"" ""1995-96 Women's Tennis Roster""
 ""1996-97 Women's Tennis Roster"" ""1997-98 Women's Tennis Roster""]"
Pamela Romas, Cornell,Pamela Romas,1998,4,,"Scarsdale, N.Y.",Scarsdale HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Pamela,F,Romas,,,Pamela Romas,"[""1994-95 Women's Tennis Roster"" ""1995-96 Women's Tennis Roster""
 ""1996-97 Women's Tennis Roster"" ""1997-98 Women's Tennis Roster""]"
Ify Amobi, Cornell,Ify Amobi,1997,2,,"Augusta, Ga.",Westside HS,['Freshman' 'Sophomore'],Cornell University,Ify,F,Amobi,,,Ify Amobi,"[""1995-96 Women's Tennis Roster"" ""1996-97 Women's Tennis Roster""]"
Elizabeth Byrne, Cornell,Elizabeth Byrne,1997,4,,"Saratoga Springs, N.Y.",Saratoga Springs HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Elizabeth,F,Byrne,,,Elizabeth Byrne,"[""1993-94 Women's Tennis Roster"" ""1994-95 Women's Tennis Roster""
 ""1995-96 Women's Tennis Roster"" ""1996-97 Women's Tennis Roster""]"
Meg Boston, Cornell,Meg Boston,1997,2,,"Kalamazoo, Mich.",Hackett Catholic HS,['Freshman' 'Sophomore'],Cornell University,Meg,F,Boston,,,Meg Boston,"[""1995-96 Women's Tennis Roster"" ""1996-97 Women's Tennis Roster""]"
Monica Bertsch, Cornell,Monica Bertsch,1997,4,,"East Grand Rapids, Mich.",E. Grand Rapids HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Monica,F,Bertsch,,,Monica Bertsch,"[""1993-94 Women's Tennis Roster"" ""1994-95 Women's Tennis Roster""
 ""1995-96 Women's Tennis Roster"" ""1996-97 Women's Tennis Roster""]"
Charmaine Ing, Cornell,Charmaine Ing,1996,4,,"Kowloon, Hong Kong",King George V School,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Charmaine,F,Ing,,,Charmaine Ing,"[""1992-93 Women's Tennis Roster"" ""1993-94 Women's Tennis Roster""
 ""1994-95 Women's Tennis Roster"" ""1995-96 Women's Tennis Roster""]"
Olga Itskhoki, Cornell,Olga Itskhoki,1996,3,,"Moscow, Russia",Moscow Secondary School,['Junior' 'Senior' 'Graduate Student'],Cornell University,Olga,F,Itskhoki,,,Olga Itskhoki,"[""1993-94 Women's Tennis Roster"" ""1994-95 Women's Tennis Roster""
 ""1995-96 Women's Tennis Roster""]"
Heather Quall, Cornell,Heather Quall,1996,4,,"Merced, Calif.",Merced HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Heather,F,Quall,,,Heather Quall,"[""1992-93 Women's Tennis Roster"" ""1993-94 Women's Tennis Roster""
 ""1994-95 Women's Tennis Roster"" ""1995-96 Women's Tennis Roster""]"
Jigisha Pathakji, Cornell,Jigisha Pathakji,1996,4,,"Staten Island, N.Y.",New Dorp HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Jigisha,F,Pathakji,,,Jigisha Pathakji,"[""1992-93 Women's Tennis Roster"" ""1993-94 Women's Tennis Roster""
 ""1994-95 Women's Tennis Roster"" ""1995-96 Women's Tennis Roster""]"
Lee Murashige, Cornell,Lee Murashige,1996,2,,"Honolulu, Hawaii",Honolulu HS,['Freshman' 'Sophomore'],Cornell University,Lee,F,Murashige,,,Lee Murashige,"[""1994-95 Women's Tennis Roster"" ""1995-96 Women's Tennis Roster""]"
Christie Trotter, Cornell,Christie Trotter,1995,2,,"Bethlehem, Pa.",Southern Lehigh HS,['Freshman' 'Sophomore'],Cornell University,Christie,F,Trotter,,,Christie Trotter,"[""1993-94 Women's Tennis Roster"" ""1994-95 Women's Tennis Roster""]"
Kim Gantz, Cornell,Kim Gantz,1995,1,,"Harrisburg, Pa.",Bromfield School (Mass.),['Freshman'],Cornell University,Kim,F,Gantz,,,Kim  Gantz,"[""1994-95 Women's Tennis Roster""]"
Cristina Aguirre, Cornell,Cristina Aguirre,1995,1,,"Clewiston, Fla.",Clewiston HS,['Freshman'],Cornell University,Cristina,F,Aguirre,,,Cristina Aguirre,"[""1994-95 Women's Tennis Roster""]"
Jeannie Yoo, Cornell,Jeannie Yoo,1995,4,,"Vienna, Va.",Madison HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Jeannie,F,Yoo,,,Jeannie Yoo,"[""1991-92 Women's Tennis Roster"" ""1992-93 Women's Tennis Roster""
 ""1993-94 Women's Tennis Roster"" ""1994-95 Women's Tennis Roster""]"
Jessika Trancik, Cornell,Jessika Trancik,1995,2,,"Ithaca, N.Y.",Ithaca HS,['Freshman' 'Sophomore'],Cornell University,Jessika,F,Trancik,,,Jessika Trancik,"[""1993-94 Women's Tennis Roster"" ""1994-95 Women's Tennis Roster""]"
Julie Kotler, Cornell,Julie Kotler,1994,1,,"Larchmont, N.Y.",Mamaroneck HS,['Freshman'],Cornell University,Julie,F,Kotler,,,Julie Kotler,"[""1993-94 Women's Tennis Roster""]"
Hallie Bornstein, Cornell,Hallie Bornstein,1994,2,,"Missoula, Mont.",Hellgate HS,['Freshman' 'Junior'],Cornell University,Hallie,F,Bornstein,,,Hallie Bornstein,"[""1991-92 Women's Tennis Roster"" ""1993-94 Women's Tennis Roster""]"
Nicole Smith, Cornell,Nicole Smith,1994,1,,"Lubbock, Texas",Lubbock Coronado HS,['Junior'],Cornell University,Nicole,F,Smith,,,Nicole Smith,"[""1993-94 Women's Tennis Roster""]"
Barbara Ruhs, Cornell,Barbara Ruhs,1994,2,,"Bellport, N.Y.",Bellport HS,['Freshman' 'Sophomore'],Cornell University,Barbara,F,Ruhs,,,Barbara Ruhs,"[""1992-93 Women's Tennis Roster"" ""1993-94 Women's Tennis Roster""]"
Angie Richardson, Cornell,Angie Richardson,1994,1,,"Ft. Mitchell, Ky.",Beechwood HS,['Freshman'],Cornell University,Angie,F,Richardson,,,Angie Richardson,"[""1993-94 Women's Tennis Roster""]"
Wan Chen, Cornell,Wan Chen,1994,4,,"Kissimee, Fla.",Osceola HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Wan,F,Chen,,,Wan Chen,"[""1990-91 Women's Tennis Roster"" ""1991-92 Women's Tennis Roster""
 ""1992-93 Women's Tennis Roster"" ""1993-94 Women's Tennis Roster""]"
Seema Shah, Cornell,Seema Shah,1993,3,,"Tampa, Fla.",Tampa Prep,['Freshman' 'Sophomore' 'Senior'],Cornell University,Seema,F,Shah,,,Seema Shah,"[""1989-90 Women's Tennis Roster"" ""1990-91 Women's Tennis Roster""
 ""1992-93 Women's Tennis Roster""]"
Halle Beckenbach, Cornell,Halle Beckenbach,1993,1,,"Cleveland, Ohio",Lakewood HS,['Sophomore'],Cornell University,Halle,F,Beckenbach,,,Halle Beckenbach,"[""1992-93 Women's Tennis Roster""]"
Paulina Raguz, Cornell,Paulina Raguz,1993,1,,"Nairobi, Kenya",Nairobi Academy,['Freshman'],Cornell University,Paulina,F,Raguz,,,Paulina Raguz,"[""1992-93 Women's Tennis Roster""]"
Judy Beckenbach, Cornell,Judy Beckenbach,1993,4,,"Lakewood, Ohio",Lakewood HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Judy,F,Beckenbach,,,Judy Beckenbach,"[""1989-90 Women's Tennis Roster"" ""1990-91 Women's Tennis Roster""
 ""1991-92 Women's Tennis Roster"" ""1992-93 Women's Tennis Roster""]"
Alyssa Kahn, Cornell,Alyssa Kahn,1993,3,,"Albany, N.Y.",Albany HS,['Sophomore' 'Junior' 'Senior'],Cornell University,Alyssa,F,Kahn,,,Alyssa Kahn,"[""1990-91 Women's Tennis Roster"" ""1991-92 Women's Tennis Roster""
 ""1992-93 Women's Tennis Roster""]"
Greer Gilson, Cornell,Greer Gilson,1993,2,,"Longmeadow, Ill.",New Trier HS,['Freshman' 'Sophomore'],Cornell University,Greer,F,Gilson,,,Greer Gilson,"[""1991-92 Women's Tennis Roster"" ""1992-93 Women's Tennis Roster""]"
Jennifer Kenas, Cornell,Jennifer Kenas,1992,4,,"Matawan, N.J.",Matawan Regional HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Jennifer,F,Kenas,,,Jennifer Kenas,"[""1988-89 Women's Tennis Roster"" ""1989-90 Women's Tennis Roster""
 ""1990-91 Women's Tennis Roster"" ""1991-92 Women's Tennis Roster""]"
Michelle Deasy, Cornell,Michelle Deasy,1992,2,,"Redondo Beach, Calif.",South HS,['Freshman' 'Sophomore'],Cornell University,Michelle,F,Deasy,,,Michelle Deasy,"[""1990-91 Women's Tennis Roster"" ""1991-92 Women's Tennis Roster""]"
Kristin DeLano, Cornell,Kristin DeLano,1992,1,,"Duluth, Minn.",East HS,['Freshman'],Cornell University,Kristin,F,DeLano,,,Kristin DeLano,"[""1991-92 Women's Tennis Roster""]"
Nicole Carter, Cornell,Nicole Carter,1992,1,,"Scotts Valley, Calif.",Harbor HS,['Freshman'],Cornell University,Nicole,F,Carter,,,Nicole Carter,"[""1991-92 Women's Tennis Roster""]"
Nathalie Raguz, Cornell,Nathalie Raguz,1992,1,,"Nairobi, Kenya",Hillcrest Secondary School,['Freshman'],Cornell University,Nathalie,F,Raguz,,,Nathalie Raguz,"[""1991-92 Women's Tennis Roster""]"
Carol Katz, Cornell,Carol Katz,1991,3,,"New City, N.Y.",Clarkstown HS North,['Freshman' 'Sophomore' 'Junior'],Cornell University,Carol,F,Katz,,,Carol Katz,"[""1988-89 Women's Tennis Roster"" ""1989-90 Women's Tennis Roster""
 ""1990-91 Women's Tennis Roster""]"
Julie Mendelson, Cornell,Julie Mendelson,1991,1,,"Baltimore, Md.",Park School,['Freshman'],Cornell University,Julie,F,Mendelson,,,Julie Mendelson,"[""1990-91 Women's Tennis Roster""]"
LizAnn Rogovoy, Cornell,LizAnn Rogovoy,1991,1,,"Portland, Ore.",Lincoln HS,['Freshman'],Cornell University,LizAnn,F,Rogovoy,,,LizAnn Rogovoy,"[""1990-91 Women's Tennis Roster""]"
Christine McKenna, Cornell,Christine McKenna,1991,2,,"Binghamton, N.Y.",seton Catholic Central HS,['Junior' 'Senior'],Cornell University,Christine,F,McKenna,,,Christine McKenna,"[""1989-90 Women's Tennis Roster"" ""1990-91 Women's Tennis Roster""]"
Dolly Chugh, Cornell,Dolly Chugh,1990,4,,"Princeton Jct., N.J.",W. Windsor-Plainsboro HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Dolly,F,Chugh,,,Dolly Chugh,"[""1986-87 Women's Tennis Roster"" ""1987-88 Women's Tennis Roster""
 ""1988-89 Women's Tennis Roster"" ""1989-90 Women's Tennis Roster""]"
Ali Oshinky, Cornell,Ali Oshinky,1990,1,,"Fairfax, Va.",W.T. Woodson HS,['Freshman'],Cornell University,Ali,F,Oshinky,,,Ali Oshinky,"[""1989-90 Women's Tennis Roster""]"
Lisa Kay, Cornell,Lisa Kay,1990,1,,"Bryn Mawr, Pa.",Friends Central HS,['Freshman'],Cornell University,Lisa,F,Kay,,,Lisa Kay,"[""1989-90 Women's Tennis Roster""]"
Jennifer Demsey, Cornell,Jennifer Demsey,1990,4,,"Santa Fe, Calif.",Torrey Pines HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Jennifer,F,Demsey,,,Jennifer Demsey,"[""1986-87 Women's Tennis Roster"" ""1987-88 Women's Tennis Roster""
 ""1988-89 Women's Tennis Roster"" ""1989-90 Women's Tennis Roster""]"
Jennifer Koen, Cornell,Jennifer Koen,1990,1,,"Great Neck, N.Y.",Great Neck South HS,['Freshman'],Cornell University,Jennifer,F,Koen,,,Jennifer Koen,"[""1989-90 Women's Tennis Roster""]"
Beth Levine, Cornell,Beth Levine,1990,2,,"Roslyn, N.Y.",Herricks HS,['Freshman' 'Sophomore'],Cornell University,Beth,F,Levine,,,Beth Levine,"[""1988-89 Women's Tennis Roster"" ""1989-90 Women's Tennis Roster""]"
Ainslee Haffner, Cornell,Ainslee Haffner,1990,3,,"Schenectady, N.Y.",Niskayuna HS,['Freshman' 'Sophomore' 'Junior'],Cornell University,Ainslee,F,Haffner,,,Ainslee Haffner,"[""1987-88 Women's Tennis Roster"" ""1988-89 Women's Tennis Roster""
 ""1989-90 Women's Tennis Roster""]"
Lynn Veitzer, Cornell,Lynn Veitzer,1989,2,,"Omaha, Neb.",West Side HS,['Freshman' 'Sophomore'],Cornell University,Lynn,F,Veitzer,,,Lynn Veitzer,"[""1987-88 Women's Tennis Roster"" ""1988-89 Women's Tennis Roster""]"
Marine Leray, Cornell,Marine Leray,1989,1,,"Falls Church, Va.",Bishop O'Connell HS,['Freshman'],Cornell University,Marine,F,Leray,,,Marine Leray,"[""1988-89 Women's Tennis Roster""]"
Gina Johnson, Cornell,Gina Johnson,1989,1,,"Anchorage, Alaska",A.J. Dimond HS,['Freshman'],Cornell University,Gina,F,Johnson,,,Gina Johnson,"[""1988-89 Women's Tennis Roster""]"
Carolyn Savage, Cornell,Carolyn Savage,1988,4,,"Scituate, Mass.",Scituate HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Carolyn,F,Savage,,,Carolyn Savage,"[""1984-85 Women's Tennis Roster"" ""1985-86 Women's Tennis Roster""
 ""1986-87 Women's Tennis Roster"" ""1987-88 Women's Tennis Roster""]"
Ellen Phillips, Cornell,Ellen Phillips,1988,1,,"Rochester, N.Y.",Brighton HS,['Junior'],Cornell University,Ellen,F,Phillips,,,Ellen Phillips,"[""1987-88 Women's Tennis Roster""]"
Erin McPeak, Cornell,Erin McPeak,1988,4,,"Brunswick, Ohio",Brunswick HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Erin,F,McPeak,,,Erin McPeak,"[""1984-85 Women's Tennis Roster"" ""1985-86 Women's Tennis Roster""
 ""1986-87 Women's Tennis Roster"" ""1987-88 Women's Tennis Roster""]"
Karen Paul, Cornell,Karen Paul,1988,1,,"Pittsburgh, Pa.",Philip Exeter Academy,['Freshman'],Cornell University,Karen,F,Paul,,,Karen Paul,"[""1987-88 Women's Tennis Roster""]"
Linda Manaster, Cornell,Linda Manaster,1988,3,,"La Jolla, Calif.",Glenbrook North HS (Ill.),['Freshman' 'Sophomore' 'Senior'],Cornell University,Linda,F,Manaster,,,Linda Manaster,"[""1984-85 Women's Tennis Roster"" ""1985-86 Women's Tennis Roster""
 ""1987-88 Women's Tennis Roster""]"
Barbara Prins, Cornell,Barbara Prins,1988,4,,"Stamford, Conn.",Greenwich Academy,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Barbara,F,Prins,,,Barbara Prins,"[""1984-85 Women's Tennis Roster"" ""1985-86 Women's Tennis Roster""
 ""1986-87 Women's Tennis Roster"" ""1987-88 Women's Tennis Roster""]"
Anne Meinig, Cornell,Anne Meinig,1987,4,,"Tulsa, Okla.",American HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Anne,F,Meinig,,,Anne Meinig,"[""1983-84 Women's Tennis Roster"" ""1984-85 Women's Tennis Roster""
 ""1985-86 Women's Tennis Roster"" ""1986-87 Women's Tennis Roster""]"
Jana Klein, Cornell,Jana Klein,1987,4,,"Anchorage, Alaska",Diamond HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Jana,F,Klein,,,Jana Klein,"[""1983-84 Women's Tennis Roster"" ""1984-85 Women's Tennis Roster""
 ""1985-86 Women's Tennis Roster"" ""1986-87 Women's Tennis Roster""]"
Cynthia Cummis, Cornell,Cynthia Cummis,1987,2,,"West Orange, N.J.",Northfield Mt. Hermon Prep,['Junior' 'Senior'],Cornell University,Cynthia,F,Cummis,,,Cynthia Cummis,"[""1985-86 Women's Tennis Roster"" ""1986-87 Women's Tennis Roster""]"
Lauren Levine, Cornell,Lauren Levine,1987,4,,"Aberdeen, N.J.",Matawan Regional HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Lauren,F,Levine,,,Lauren Levine,"[""1983-84 Women's Tennis Roster"" ""1984-85 Women's Tennis Roster""
 ""1985-86 Women's Tennis Roster"" ""1986-87 Women's Tennis Roster""]"
Jennifer Stone, Cornell,Jennifer Stone,1987,3,,"Newton, Mass.",Newton North HS,['Freshman' 'Sophomore' 'Senior'],Cornell University,Jennifer,F,Stone,,,Jennifer Stone,"[""1983-84 Women's Tennis Roster"" ""1984-85 Women's Tennis Roster""
 ""1986-87 Women's Tennis Roster""]"
Cheryl Hines, Cornell,Cheryl Hines,1987,1,,"Ithaca, N.Y.",Ithaca HS,['Freshman'],Cornell University,Cheryl,F,Hines,,,Cheryl Hines,"[""1986-87 Women's Tennis Roster""]"
Andrea Sparks, Cornell,Andrea Sparks,1986,1,,"Colorado Springs, Colo.",William J. Palmer HS,['Redshirt Freshman'],Cornell University,Andrea,F,Sparks,,,Andrea Sparks,"[""1985-86 Women's Tennis Roster""]"
Chandra Louise, Cornell,Chandra Louise,1986,1,,"Hamburg, N.Y.",Frontier Central HS,['Sophomore'],Cornell University,Chandra,F,Louise,,,Chandra Louise,"[""1985-86 Women's Tennis Roster""]"
Cici Cryer, Cornell,Cici Cryer,1985,2,,"Cincinnati, Ohio.",Indian Hill HS,['Junior' 'Senior'],Cornell University,Cici,F,Cryer,,,Cici Cryer,"[""1983-84 Women's Tennis Roster"" ""1984-85 Women's Tennis Roster""]"
Janice Deutsch, Cornell,Janice Deutsch,1985,2,,"Greenwich, Conn.",Greenwich HS,['Freshman' 'Sophomore'],Cornell University,Janice,F,Deutsch,,,Janice Deutsch,"[""1983-84 Women's Tennis Roster"" ""1984-85 Women's Tennis Roster""]"
Cara Giarusso, Cornell,Cara Giarusso,1985,1,,"Swampscott, Mass.",Swampscott HS,['Sophomore'],Cornell University,Cara,F,Giarusso,,,Cara Giarusso,"[""1984-85 Women's Tennis Roster""]"
Claire Holt, Cornell,Claire Holt,1984,1,,"Sharon, Pa.",Western Reserve Academy (Ohio),['Junior'],Cornell University,Claire,F,Holt,,,Claire Holt,"[""1983-84 Women's Tennis Roster""]"
Peggy Keane, Cornell,Peggy Keane,1984,1,,"New Providence, N.J.",New Providence HS,['Sophomore'],Cornell University,Peggy,F,Keane,,,Peggy Keane,"[""1983-84 Women's Tennis Roster""]"
Anne Gill, Cornell,Anne Gill,1984,1,,"Radnor, Pa.",Radnor HS,['Senior'],Cornell University,Anne,F,Gill,,,Anne Gill,"[""1983-84 Women's Tennis Roster""]"
Linda Falkson, Cornell,Linda Falkson,1984,1,,"Ithaca, N.Y.",Ithaca HS,['Sophomore'],Cornell University,Linda,F,Falkson,,,Linda Falkson,"[""1983-84 Women's Tennis Roster""]"
Jeneane Schmidt, Cornell,Jeneane Schmidt,1984,1,,"Dix Hills, N.Y.",Half Hollow Hills West HS,['Sophomore'],Cornell University,Jeneane,F,Schmidt,,,Jeneane Schmidt,"[""1983-84 Women's Tennis Roster""]"
Sylvia Bartok, Cornell,Sylvia Bartok,1981,1,,,,,Cornell University,Sylvia,F,Bartok,,,,
Janet Christiansen, Cornell,Janet Christiansen,1983,4,,,,,Cornell University,Janet,F,Christiansen,,,,
Debbie Donovan, Cornell,Debbie Donovan,1979,1,,,,,Cornell University,Debbie,F,Donovan,,,,
Ellen Federman, Cornell,Ellen Federman,1980,2,,,,,Cornell University,Ellen,F,Federman,,,,
Dale Feuer, Cornell,Dale Feuer,1979,1,,,,,Cornell University,Dale,F,Feuer,,,,
Jennifer Gardiner, Cornell,Jennifer Gardiner,1979,1,,,,,Cornell University,Jennifer,F,Gardiner,,,,
Kady Gjessing, Cornell,Kady Gjessing,1982,2,,,,,Cornell University,Kady,F,Gjessing,,,,
Janice Gold, Cornell,Janice Gold,1981,2,,,,,Cornell University,Janice,F,Gold,,,,
Heidi Heichemer, Cornell,Heidi Heichemer,1981,1,,,,,Cornell University,Heidi,F,Heichemer,,,,
Jody Hill, Cornell,Jody Hill,1980,2,,,,,Cornell University,Jody,F,Hill,,,,
Caroline Kapusta, Cornell,Caroline Kapusta,1979,1,,,,,Cornell University,Caroline,F,Kapusta,,,,
Bette Kirschstein, Cornell,Bette Kirschstein,1979,1,,,,,Cornell University,Bette,F,Kirschstein,,,,
Cara Noferi, Cornell,Cara Noferi,1983,1,,,,,Cornell University,Cara,F,Noferi,,,,
Hisako Ohkuma, Cornell,Hisako Ohkuma,1981,2,,,,,Cornell University,Hisako,F,Ohkuma,,,,
Caryl Ohrbach, Cornell,Caryl Ohrbach,1979,1,,,,,Cornell University,Caryl,F,Ohrbach,,,,
Deborah Osgood, Cornell,Deborah Osgood,1981,3,,,,,Cornell University,Deborah,F,Osgood,,,,
Jackie Pollack, Cornell,Jackie Pollack,1981,3,,,,,Cornell University,Jackie,F,Pollack,,,,
Wynne Rogovin, Cornell,Wynne Rogovin,1981,1,,,,,Cornell University,Wynne,F,Rogovin,,,,
Julie Schaaff, Cornell,Julie Schaaff,1983,4,,,,,Cornell University,Julie,F,Schaaff,,,,
Marlene Suss, Cornell,Marlene Suss,1981,1,,,,,Cornell University,Marlene,F,Suss,,,,
Sharon Toll, Cornell,Sharon Toll,1983,3,,,,,Cornell University,Sharon,F,Toll,,,,
